影视解说,#genre#
江西卫视,http://43.156.8.127:5050/ysp?id=2024061703&pid=600002503&q=fhd
广东卫视,http://43.156.8.127:5050/ysp?id=2024060903&pid=600002485&q=fhd
深圳卫视,http://43.156.8.127:5050/ysp?id=2024061303&pid=600002481&q=fhd
东方卫视,http://43.156.8.127:5050/ysp?id=2024054503&pid=600002483&q=fhd
东方卫视,http://69.30.246.194/live/dfws.m3u8
海南卫视,http://43.156.8.127:5050/ysp?id=2024055603&pid=600002506&q=fhd
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
重庆卫视,http://43.156.8.127:5050/ysp?id=2024061103&pid=600002531&q=fhd
辽宁卫视,http://43.156.8.127:5050/ysp?id=2024171303&pid=600002505&q=fhd
东南卫视,http://43.156.8.127:5050/ysp?id=2024061503&pid=600002484&q=fhd
广西卫视,http://43.156.8.127:5050/ysp?id=2024060703&pid=600002509&q=fhd
河北卫视,http://43.156.8.127:5050/ysp?id=2024171503&pid=600002493&q=fhd
山西卫视,http://43.156.8.127:5050/ysp?id=2025560803&pid=600190407&q=fhd
陕西卫视,http://43.156.8.127:5050/ysp?id=2029795103&pid=600190400&q=fhd
云南卫视,http://43.156.8.127:5050/ysp?id=2025561303&pid=600190402&q=fhd
贵州卫视,http://43.156.8.127:5050/ysp?id=2024061603&pid=600002490&q=fhd
湖北卫视,http://43.156.8.127:5050/ysp?id=2024171203&pid=600002508&q=fhd
河南卫视,http://43.156.8.127:5050/ysp?id=2029797303&pid=600002525&q=fhd
山东卫视,http://43.156.8.127:5050/ysp?id=2029787903&pid=600002513&q=fhd
安徽卫视,http://43.156.8.127:5050/ysp?id=2024171403&pid=600002532&q=fhd
东南卫视,http://litao1100.wicp.io:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
海峡卫视,http://183.250.156.180:9999/newlive/live/hls/27/live.m3u8
厦门卫视,http://183.250.156.180:9999/newlive/live/hls/28/live.m3u8
厦门卫视,http://tvtj1.jxwltx.com:8003/tjws.m3u
甘肃卫视,http://43.156.8.127:5050/ysp?id=2025561703&pid=600190408&q=fhd
宁夏卫视,http://43.156.8.127:5050/ysp?id=2025608503&pid=600190737&q=fhd
青海卫视,http://43.156.8.127:5050/ysp?id=2025559103&pid=600190406&q=fhd
西藏卫视,http://111.8.242.103:9999/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://43.156.8.127:5050/ysp?id=2025561503&pid=600190405&q=fhd
新疆卫视,http://111.8.242.103:9999/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://111.8.242.103:9999/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://111.8.242.103:9999/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://43.156.8.127:5050/ysp?id=2025561203&pid=600190401&q=fhd
黑龙江卫视,http://43.156.8.127:5050/ysp?id=2029797003&pid=600002498&q=fhd


湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws


湖南卫视,http://69.30.246.194/live/hnws.m3u8
浙江卫视,http://69.30.246.194/live/zjws.m3u8
江苏卫视,http://69.30.246.194/live/jsws.m3u8


湖南卫视,http://111.8.242.103:9999/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.8.242.103:9999/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.8.242.103:9999/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.8.242.103:9999/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.8.242.103:9999/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.8.242.103:9999/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.8.242.103:9999/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.8.242.103:9999/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.8.242.103:9999/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.8.242.103:9999/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.8.242.103:9999/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.8.242.103:9999/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.8.242.103:9999/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.8.242.103:9999/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.8.242.103:9999/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.8.242.103:9999/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://111.8.242.103:9999/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.8.242.103:9999/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.8.242.103:9999/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.8.242.103:9999/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://111.8.242.103:9999/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://111.8.242.103:9999/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://111.8.242.103:9999/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://111.8.242.103:9999/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.8.242.103:9999/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://111.8.242.103:9999/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://111.8.242.103:9999/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.8.242.103:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.8.242.103:9999/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0


湖南卫视,http://61.184.46.85:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://61.184.46.85:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://61.184.46.85:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://61.184.46.85:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://61.184.46.85:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://61.184.46.85:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://61.184.46.85:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://61.184.46.85:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://61.184.46.85:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://61.184.46.85:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://61.184.46.85:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://61.184.46.85:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://61.184.46.85:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://61.184.46.85:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://61.184.46.85:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://61.184.46.85:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://61.184.46.85:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://61.184.46.85:85/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://61.184.46.85:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0


湖南卫视,http://litao1100.wicp.io:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://litao1100.wicp.io:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://litao1100.wicp.io:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://litao1100.wicp.io:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://litao1100.wicp.io:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://litao1100.wicp.io:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://litao1100.wicp.io:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://litao1100.wicp.io:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://litao1100.wicp.io:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://litao1100.wicp.io:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://litao1100.wicp.io:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://litao1100.wicp.io:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://litao1100.wicp.io:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://litao1100.wicp.io:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://litao1100.wicp.io:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://litao1100.wicp.io:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://litao1100.wicp.io:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://litao1100.wicp.io:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://litao1100.wicp.io:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://litao1100.wicp.io:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://litao1100.wicp.io:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://litao1100.wicp.io:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://litao1100.wicp.io:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://litao1100.wicp.io:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://litao1100.wicp.io:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://litao1100.wicp.io:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://litao1100.wicp.io:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://litao1100.wicp.io:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0


湖南卫视,http://ah2.sohu.blog:8000/hls/31/index.m3u8
浙江卫视,http://ah2.sohu.blog:8000/hls/29/index.m3u8
江苏卫视,http://ah2.sohu.blog:8000/hls/32/index.m3u8
四川卫视,http://ah2.sohu.blog:8000/hls/35/index.m3u8
北京卫视,http://ah2.sohu.blog:8000/hls/27/index.m3u8
江西卫视,http://ah2.sohu.blog:8000/hls/44/index.m3u8
广东卫视,http://ah2.sohu.blog:8000/hls/30/index.m3u8
深圳卫视,http://ah2.sohu.blog:8000/hls/33/index.m3u8
东方卫视,http://ah2.sohu.blog:8000/hls/28/index.m3u8
天津卫视,http://ah2.sohu.blog:8000/hls/42/index.m3u8
重庆卫视,http://ah2.sohu.blog:8000/hls/36/index.m3u8
辽宁卫视,http://ah2.sohu.blog:8000/hls/47/index.m3u8
东南卫视,http://ah2.sohu.blog:8000/hls/38/index.m3u8
河北卫视,http://ah2.sohu.blog:8000/hls/39/index.m3u8
山西卫视,http://ah2.sohu.blog:8000/hls/45/index.m3u8
陕西卫视,http://ah2.sohu.blog:8000/hls/43/index.m3u8
云南卫视,http://ah2.sohu.blog:8000/hls/40/index.m3u8
贵州卫视,http://ah2.sohu.blog:8000/hls/46/index.m3u8
湖北卫视,http://ah2.sohu.blog:8000/hls/41/index.m3u8
河南卫视,http://ah2.sohu.blog:8000/hls/37/index.m3u8
山东卫视,http://ah2.sohu.blog:8000/hls/34/index.m3u8
安徽卫视,http://ah2.sohu.blog:8000/hls/26/index.m3u8
内蒙古卫视,http://ah2.sohu.blog:8000/hls/49/index.m3u8
黑龙江卫视,http://ah2.sohu.blog:8000/hls/48/index.m3u8


湖南卫视,http://183.250.156.180:9999/newlive/live/hls/30/live.m3u8
浙江卫视,http://183.250.156.180:9999/newlive/live/hls/32/live.m3u8
江苏卫视,http://183.250.156.180:9999/newlive/live/hls/31/live.m3u8
广东卫视,http://183.250.156.180:9999/newlive/live/hls/34/live.m3u8
深圳卫视,http://183.250.156.180:9999/newlive/live/hls/37/live.m3u8
东方卫视,http://183.250.156.180:9999/newlive/live/hls/29/live.m3u8
东南卫视,http://183.250.156.180:9999/newlive/live/hls/38/live.m3u8
河北卫视,http://183.250.156.180:9999/newlive/live/hls/33/live.m3u8
山东卫视,http://183.250.156.180:9999/newlive/live/hls/35/live.m3u8
湖北卫视,http://183.250.156.180:9999/newlive/live/hls/36/live.m3u8
贵州卫视,http://183.250.156.180:9999/newlive/live/hls/39/live.m3u8
安徽卫视,http://183.250.156.180:9999/newlive/live/hls/40/live.m3u8
黑龙江卫视,http://183.250.156.180:9999/newlive/live/hls/38/live.m3u8

湖南卫视,http://222.85.198.92:8000/hls/17/index.m3u8
浙江卫视,http://222.85.198.92:8000/hls/18/index.m3u8
江苏卫视,http://222.85.198.92:8000/hls/19/index.m3u8
四川卫视,http://222.85.198.92:8000/hls/46/index.m3u8
四川卫视,http://222.85.198.92:8000/hls/47/index.m3u8
北京卫视,http://222.85.198.92:8000/hls/29/index.m3u8
江西卫视,http://222.85.198.92:8000/hls/44/index.m3u8
海南卫视,http://106.46.169.202:9000/hls/40/index.m3u8
河北卫视,http://222.85.198.92:8000/hls/41/index.m3u8
云南卫视,http://222.85.198.92:8000/hls/35/index.m3u8
贵州卫视,http://222.85.198.92:8000/hls/16/index.m3u8
河南卫视,http://222.85.198.92:8000/hls/27/index.m3u8
山东卫视,http://222.85.198.92:8000/hls/43/index.m3u8
安徽卫视,http://222.85.198.92:8000/hls/20/index.m3u8
黑龙江卫视,http://222.85.198.92:8000/hls/45/index.m3u8

湖南卫视,https://m.im5k.fun/play/hunws
浙江卫视,https://m.im5k.fun/play/zjws
江苏卫视,https://m.im5k.fun/play/jsws
四川卫视,https://m.im5k.fun/play/scws
北京卫视,https://m.im5k.fun/play/bjws
江西卫视,https://m.im5k.fun/play/jxws
广东卫视,https://m.im5k.fun/play/gdws
深圳卫视,https://m.im5k.fun/play/szws
东方卫视,https://m.im5k.fun/play/dfws
海南卫视,https://m.im5k.fun/play/hinws
天津卫视,https://m.im5k.fun/play/tjws
重庆卫视,https://m.im5k.fun/play/cqws
辽宁卫视,https://m.im5k.fun/play/lnws
东南卫视,https://m.im5k.fun/play/dnws
广西卫视,https://m.im5k.fun/play/gxws
河北卫视,https://m.im5k.fun/play/hbws
陕西卫视,https://m.im5k.fun/play/sxws
云南卫视,https://m.im5k.fun/play/ynws
贵州卫视,https://m.im5k.fun/play/gzws
湖北卫视,https://m.im5k.fun/play/hubws
河南卫视,https://m.im5k.fun/play/hnws
山东卫视,https://m.im5k.fun/play/sdws
安徽卫视,https://m.im5k.fun/play/ahws
甘肃卫视,https://m.im5k.fun/play/gsws
宁夏卫视,https://m.im5k.fun/play/nxws
青海卫视,https://m.im5k.fun/play/qhws
西藏卫视,https://m.im5k.fun/play/xzws
吉林卫视,https://m.im5k.fun/play/jlws
新疆卫视,https://m.im5k.fun/play/xjws
内蒙古卫视,https://m.im5k.fun/play/nmgws
黑龙江卫视,https://m.im5k.fun/play/hljws

湖南卫视,https://m.im5k.fun/play/hunws.m3u8
浙江卫视,https://m.im5k.fun/play/zjws.m3u8
江苏卫视,https://m.im5k.fun/play/jsws.m3u8
四川卫视,https://m.im5k.fun/play/scws.m3u8
北京卫视,https://m.im5k.fun/play/bjws.m3u8
江西卫视,https://m.im5k.fun/play/jxws.m3u8
广东卫视,https://m.im5k.fun/play/gdws.m3u8
深圳卫视,https://m.im5k.fun/play/szws.m3u8
东方卫视,https://m.im5k.fun/play/dfws.m3u8
海南卫视,https://m.im5k.fun/play/hinws.m3u8
天津卫视,https://m.im5k.fun/play/tjws.m3u8
重庆卫视,https://m.im5k.fun/play/cqws.m3u8
辽宁卫视,https://m.im5k.fun/play/lnws.m3u8
东南卫视,https://m.im5k.fun/play/dnws.m3u8
广西卫视,https://m.im5k.fun/play/gxws.m3u8
河北卫视,https://m.im5k.fun/play/hbws.m3u8
山西卫视,https://m.im5k.fun/play/sxws.m3u8
陕西卫视,https://m.im5k.fun/play/sxws.m3u8
云南卫视,https://m.im5k.fun/play/ynws.m3u8
贵州卫视,https://m.im5k.fun/play/gzws.m3u8
湖北卫视,https://m.im5k.fun/play/hubws.m3u8
河南卫视,https://m.im5k.fun/play/hnws.m3u8
山东卫视,https://m.im5k.fun/play/sdws.m3u8
安徽卫视,https://m.im5k.fun/play/ahws.m3u8
甘肃卫视,https://m.im5k.fun/play/gsws.m3u8
宁夏卫视,https://m.im5k.fun/play/nxws.m3u8
青海卫视,https://m.im5k.fun/play/qhws.m3u8
西藏卫视,https://m.im5k.fun/play/xzws.m3u8
吉林卫视,https://m.im5k.fun/play/jlws.m3u8
新疆卫视,https://m.im5k.fun/play/xjws.m3u8
内蒙古卫视,https://m.im5k.fun/play/nmgws.m3u8
黑龙江卫视,https://m.im5k.fun/play/hljws.m3u8

湖南卫视,http://tvtj.jxwltx.com:8003/hunanws.m3u8
浙江卫视,http://tvtj1.jxwltx.com:8003/zjws.m3u8
江苏卫视,http://tvtj.jxwltx.com:8003/jsws.m3u8
四川卫视,http://tvtj1.jxwltx.com:8003/scws.m3u8
北京卫视,http://tvtj1.jxwltx.com:8003/bjws.m3u8
江西卫视,http://tvtj1.jxwltx.com:8003/jxws.m3u8
广东卫视,http://tvtj.jxwltx.com:8003/gdws.m3u8
深圳卫视,http://tvtj1.jxwltx.com:8003/szws.m3u8
东南卫视,http://tvtj.jxwltx.com:8003/dnws.m3u8
吉林卫视,http://tvtj1.jxwltx.com:8003/jlws.m3u8
山西卫视,http://tvtj1.jxwltx.com:8003/sxws.m3u8
山东卫视,http://tvtj1.jxwltx.com:8003/sdws.m3u8
河南卫视,http://tvtj1.jxwltx.com:8003/hnws.m3u8
安徽卫视,http://tvtj1.jxwltx.com:8003/ahws.m3u8
广西卫视,http://tvtj1.jxwltx.com:8003/gxws.m3u8
宁夏卫视,http://tvtj1.jxwltx.com:8003/linxws.m3u8
青海卫视,http://tvtj1.jxwltx.com:8003/live1096.m3u8


咪咕央卫,#genre#
CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
贵州卫视,http://m.061899.xyz/mg/gzws
湖北卫视,http://m.061899.xyz/mg/hubws
广西卫视,http://m.061899.xyz/mg/gxws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
甘肃卫视,http://m.061899.xyz/mg/gsws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
宁夏卫视,http://m.061899.xyz/mg/nxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
黑龙江卫视,http://m.061899.xyz/mg/hljws
内蒙古卫视,http://m.061899.xyz/mg/nmgws


北京频道,#genre#
北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京影视,http://m.061899.xyz/mg/bjys
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京纪实,http://m.061899.xyz/mg/bjjs
东方纪实,http://m.061899.xyz/mg/xjs
东方影视,http://m.061899.xyz/mg/shys
金色影视,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx
红色轮播,http://m.061899.xyz/mg/hslb
第一剧场,http://61.184.46.85:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://61.184.46.85:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://ah2.sohu.blog:8000/hls/50/index.m3u8
重温经典,http://69.30.246.194/live/cwjd.m3u8
重温经典,http://m.061899.xyz/mg/cwjd
重温经典,http://111.8.242.103:9999/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0



河南频道,#genre#
河南都市频道,http://litao1100.wicp.io:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生频道,http://litao1100.wicp.io:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
河南法制频道,http://litao1100.wicp.io:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻频道,http://litao1100.wicp.io:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共频道,http://litao1100.wicp.io:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
河南电视剧频道,http://litao1100.wicp.io:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
河南新农村频道,http://litao1100.wicp.io:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0

湖南频道,#genre#
花鼓戏,http://111.8.242.103:9999/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
溆浦综合,http://111.8.242.103:9999/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://111.8.242.103:9999/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://111.8.242.103:9999/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
潇湘电影,http://111.8.242.103:9999/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
湖南爱晚,http://111.8.242.103:9999/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://111.8.242.103:9999/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://111.8.242.103:9999/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖南导视,http://111.8.242.103:9999/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电视剧,http://111.8.242.103:9999/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
长沙新闻综合,http://111.8.242.103:9999/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
怀化新闻综合,http://111.8.242.103:9999/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
怀化经济生活,http://111.8.242.103:9999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0


福建频道,#genre#
东南卫视,http://183.250.156.180:9999/newlive/live/hls/20/live.m3u8
福建综合,http://183.250.156.180:9999/newlive/live/hls/19/live.m3u8
福建少儿,http://183.250.156.180:9999/newlive/live/hls/26/live.m3u8
福建新闻,http://183.250.156.180:9999/newlive/live/hls/22/live.m3u8
福建电视剧,http://183.250.156.180:9999/newlive/live/hls/23/live.m3u8
福建旅游,http://183.250.156.180:9999/newlive/live/hls/24/live.m3u8
福建经济生活,http://183.250.156.180:9999/newlive/live/hls/25/live.m3u8
